	accu_reward	accu_v_measure_sensor_distance	action_index	episode_index	object_in_range	observations:	reward	v_measure_calc_distance	v_measure_sensor_distance
31	-13.33057291582803	37.79835448874406	1.0	0.0	1.0	[0.1447401944124424, 0.05451359227253232, 0.035727270979490404, 0.08397295679784683]	-1.4093114749496878	29.75	1.004189369375798
32	-14.83272321501171	38.86058706823742	2.0	0.0	1.0	[0.15784275468536005, 0.0396676765514751, 0.021701025094019222, 0.05984201706171089]	-1.5021502991836797	29.75	1.0622325794933598
33	-15.909169417089856	39.846813913229276	3.0	0.0	1.0	[0.11894797948620084, 0.25, 0.0613388807839275, 0.1200118077313877]	-1.0764462020781465	31.0	0.986226844991857
34	-16.418423603209522	40.903740078913486	0.0	0.0	1.0	[0.15890135292105212, 0.03679555418921633, 0.022077140708205066, 0.0659478721222836]	-0.5092541861196642	34.0	1.056926165684211
35	-17.967788301563925	42.17158267916698	1.0	0.0	1.0	[0.15807991935411836, 0.0428683841554438, 0.020399982067514384, 0.051547452431691204]	-1.5493646983544025	34.0	1.2678426002534962
36	-18.770841504131816	43.52359975302487	0.0	0.0	1.0	[0.17666635810730594, 0.03016899435965967, 0.002176140994175485, 0.018521752492036428]	-0.8030532025678908	37.0	1.3520170738578883
37	-20.018318470306653	44.90059595191769	1.0	0.0	1.0	[0.17857167562215434, 0.25, 0.0043770065838698285, 0.013888337466174544]	-1.2474769661748382	37.0	1.3769961988928179
38	-21.17687055263755	46.04345286564943	2.0	0.0	1.0	[0.16532883744153282, 0.25, 0.016002700567861832, 0.028831646682870436]	-1.1585520823308948	37.0	1.1428569137317415
39	-21.56739151848985	47.42616208970239	0.0	0.0	1.0	[0.17689618416120473, 0.25, 0.00217040848583666, 0.01772906757757174]	-0.39052096585230056	40.0	1.3827092240529564
40	-23.229811316209553	48.770670866738605	2.0	0.0	1.0	[0.17466652262892257, 0.022253622642660464, 0.003919392207284086, 0.03053084286031617]	-1.662419797719702	40.0	1.3445087770362205
41	-24.403442972820788	49.82706760490595	3.0	0.0	1.0	[0.14603613990108655, 0.25, 0.03478923294355612, 0.08400449524555725]	-1.1736316566112353	41.25	1.0563967381673405
42	-25.086567537943935	51.16986939648659	0.0	0.0	1.0	[0.17904074439219153, 0.01383800342316885, 0.0027129402969674307, 0.03927712792278249]	-0.6831245651231486	44.25	1.342801791580641
43	-25.967129331388012	52.5137487859953	0.0	0.0	1.0	[0.1786673809626679, 0.014302166809640405, 0.0026744945482210483, 0.03831908736531183]	-0.8805617934440779	47.25	1.3438793895087073
