	action_index	object_in_range	v_distance_reward	v_measure_calc_distance	v_measure_sensor_distance
0	0.0	0.0	0.03817177360290544	3.0	1.6
1	0.0	0.0	0.016930752249172527	3.0	1.6
2	0.0	0.0	0.01686097915703698	3.0	1.6
3	0.0	0.0	0.016189490942301238	3.0	1.6
4	0.0	0.0	0.0063819009000276134	3.0	1.6
5	0.0	0.0	0.05162496115811871	3.0	1.4006789917539182
6	0.0	0.0	0.05735598602459507	3.0	1.6
7	0.0	0.0	0.05561023302375388	3.0	1.6
8	0.0	0.0	0.05288164952229164	3.0	1.6
9	0.0	0.0	0.052165143899169826	3.0	1.4009198916815309
10	0.0	0.0	0.05213231101476276	3.0	1.09553266706966
11	2.0	1.0	0.005131603049724281	0.0	1.0543419049437779
12	0.0	0.0	0.04322449883874128	3.0	1.351078731059455
13	2.0	1.0	0.007475738753277403	0.0	1.3728404914420582
14	2.0	1.0	0.0070274579430458445	0.0	1.3922648480591233
15	2.0	1.0	0.009350295243955229	0.0	1.4020399218531807
16	2.0	1.0	0.011856673526630609	0.0	1.5058679777942863
17	0.0	0.0	0.03477980072246613	3.0	1.6
18	0.0	0.0	0.016089182127577033	3.0	1.6
19	0.0	0.0	0.015731013946694954	3.0	1.6
20	0.0	0.0	0.008043830163872962	3.0	1.6
21	0.0	0.0	0.05163927883838362	3.0	1.6
22	0.0	0.0	0.05579200519418484	3.0	1.4016698790475273
23	0.0	0.0	0.05817586242756955	3.0	1.4254069786977799
24	0.0	0.0	0.05293997464572899	3.0	1.462312123180753
25	0.0	0.0	0.05301509623402316	3.0	1.2232324222364988
26	0.0	0.0	0.058546929525215674	3.0	1.6
27	0.0	0.0	0.052962132603355756	3.0	1.6
28	0.0	0.0	0.053089444136076094	3.0	1.6
29	0.0	0.0	0.05858315113978347	3.0	1.6
30	0.0	0.0	0.052538081276844166	3.0	1.6
31	0.0	0.0	0.05262155021016028	3.0	1.6
32	0.0	0.0	0.05338333291918696	3.0	1.2668217003724689
33	1.0	1.0	0.00890092582710158	0.0	1.0623678070620257
34	1.0	1.0	0.009510324724961976	0.0	1.241567664570174
35	1.0	1.0	0.010818517236314799	0.0	1.4200114100810475
36	0.0	0.0	0.048113079414575356	3.0	1.4198156980430452
37	0.0	0.0	0.01657248682991498	3.0	1.6
38	0.0	0.0	0.01768931439055289	3.0	1.6
39	0.0	0.0	0.026775048643158876	3.0	1.6
40	0.0	0.0	0.05332994893784259	3.0	1.6
41	0.0	0.0	0.05483147736418772	3.0	1.6
42	0.0	0.0	0.04292078991916178	3.0	1.6
43	0.0	0.0	0.046681511908320636	3.0	1.6
44	0.0	0.0	0.026660077468770246	3.0	1.6
45	0.0	0.0	0.04974585010095325	3.0	1.6
46	0.0	0.0	0.05255291992876582	3.0	1.0436621705097493
47	0.0	0.0	0.06047020178903557	3.0	1.6
48	0.0	0.0	0.058024926727048946	3.0	1.6
49	0.0	0.0	0.046123972295683886	3.0	1.6
50	0.0	0.0	0.05175736561603007	3.0	1.6
51	0.0	0.0	0.05534620119133083	3.0	1.6
52	0.0	0.0	0.05617609520315902	3.0	1.6
53	0.0	0.0	0.04978331323266585	3.0	1.6
54	0.0	0.0	0.052284803499968044	3.0	1.0317741316784397
55	0.0	0.0	0.06054103444633481	3.0	1.6
56	0.0	0.0	0.0590855737433395	3.0	1.2440725335007288
57	2.0	1.0	0.003649228776600722	0.0	1.2437284764340513
58	2.0	1.0	0.008643924116216095	0.0	1.0504799048098556
59	2.0	1.0	0.010944364402370264	0.0	1.2448192721327036
60	0.0	0.0	0.04212021005048817	3.0	1.296805663904434
61	0.0	0.0	0.02087964988347454	3.0	1.3219451577663626
62	0.0	0.0	0.0250780627163333	3.0	1.170133972017706
63	2.0	1.0	0.008299078101443189	0.0	0.7955483271967866
64	0.0	0.0	0.021523171288487797	3.0	1.3012690201389059
65	0.0	0.0	0.050234766701554814	3.0	1.1290888683049345
66	0.0	0.0	0.056538558133463694	3.0	0.9722115234518012
67	0.0	0.0	0.06063274260597617	3.0	1.3995072931576253
68	2.0	1.0	0.009245460158862916	0.0	1.1897530125290872
