	accu_reward	accu_v_measure_sensor_distance	action_index	episode_index	object_in_range	observations:	reward	v_distance_reward	v_measure_calc_distance	v_measure_sensor_distance
22	-104.67995374506803	33.51295713204075	3.0	0.0	1.0	[0.15, 0.012532754553865016, 0.017537523844261292, 0.15]	-5.045301644795135	0.010830325398930571	33.6	1.5060335633989133
23	-107.59191782470845	35.03139996612822	3.0	0.0	1.0	[0.15, 0.020935688332077335, 0.03830506047319067, 0.15]	-2.911964079640418	0.015432376805886081	33.6	1.5184428340874687
24	-111.88596009781605	36.537254132868455	0.0	0.0	1.0	[0.15, 0.013775175846621602, 0.017548240488246044, 0.15]	-4.294042273107607	0.014991631280578444	37.1	1.505854166740234
25	-122.49003108370141	38.04521415106223	1.0	0.0	1.0	[0.15, 0.010719455735919687, 0.004040724390212287, 0.050945933886282886]	-10.604070985885361	0.015506263818078053	38.9	1.5079600181937751
26	-133.91968569555928	39.561191374625196	2.0	0.0	1.0	[0.15, 0.012324773519886808, 0.0032984377733217256, 0.04434777577280654]	-11.42965461185788	0.009043732334639076	40.699999999999996	1.515977223562964
27	-146.41491031279523	41.083628156044874	2.0	0.0	1.0	[0.15, 0.013960453467493361, 0.002643698748642227, 0.03881530394074625]	-12.495224617235959	0.007614582082946426	42.49999999999999	1.5224367814196755
28	-158.28011679059853	42.60606594356362	0.0	0.0	1.0	[0.15, 0.015020932752914095, 0.0027849231151661847, 0.037458096657175664]	-11.865206477803307	0.006880141757853725	45.99999999999999	1.5224377875187463
29	-170.85474829204043	44.13046099787874	1.0	0.0	1.0	[0.15, 0.015630333125241532, 0.0025629213964312334, 0.035718655913111894]	-12.574631501441889	0.005270081502569526	47.79999999999999	1.5243950543151228
30	-175.39231614598594	45.68222448226065	3.0	0.0	1.0	[0.15, 0.01691881846732888, 0.017864183731291883, 0.15]	-4.537567853945525	0.015866353227808046	47.79999999999999	1.5517634843819104
31	-183.13915964644	47.230734202659065	2.0	0.0	1.0	[0.15, 0.0166455215007892, 0.005762662351316019, 0.15]	-7.746843500454036	0.027478930503963724	49.59999999999999	1.5485097203984117
32	-190.96428741152707	48.77657608787345	2.0	0.0	1.0	[0.15, 0.15, 0.008054499169732944, 0.008254697267889818]	-7.825127765087084	0.027886128075083005	51.399999999999984	1.5458418852143858
33	-198.05282921397324	49.94635568662877	0.0	0.0	1.0	[0.15, 0.15, 0.00827965812514581, 0.010446868288178472]	-7.088541802446184	0.0053641556334561545	54.899999999999984	1.169779598755321
34	-208.2981808400964	51.50012029271723	2.0	0.0	1.0	[0.15, 0.02097119518064499, 0.003029266281555339, 0.15]	-10.245351626123144	0.020759913837717033	56.69999999999998	1.5537646060884533
35	-211.0862953412788	53.01141350013877	4.0	0.0	1.0	[0.15, 0.031898808252432784, 0.030008605130935496, 0.15]	-2.7881145011824118	0.02754997023205845	56.69999999999998	1.511293207421546
36	-214.837139599438	54.37560467096347	1.0	0.0	1.0	[0.15, 0.02038718600153286, 0.02331926534671276, 0.15]	-3.750844258159198	0.014265163331904512	58.49999999999998	1.3641911708246934
37	-221.21217734127833	55.62732658898205	1.0	0.0	1.0	[0.15, 0.015944745298025854, 0.008887737256134814, 0.15]	-6.375037741840356	0.01712333917021905	60.299999999999976	1.2517219180185797
38	-228.3323825001794	56.96738551019055	1.0	0.0	1.0	[0.15, 0.030373527009120334, 0.005581391531763327, 0.15]	-7.120205158901053	0.016394543351964937	62.09999999999997	1.3400589212084992
39	-237.46182649645	58.51974435141918	2.0	0.0	1.0	[0.15, 0.15, 0.006598343711489944, 0.006201752736270687]	-9.129443996270597	0.01190225236375453	63.89999999999997	1.552358841228625
40	-2.725253741428761	1.512439931526251	3.0	1.0	1.0	[0.15, 0.15, 0.0409830698586548, 0.02246744659185371]	-2.725253741428761	0.018721817869245882	0.0	1.512439931526251
41	-5.583737101250549	3.029019643711808	2.0	1.0	1.0	[0.15, 0.15, 0.039239318685963226, 0.021319782046987847]	-2.858483359821787	0.002226237211039177	1.8	1.516579712185557
42	-9.686376826458133	4.514439051061011	2.0	1.0	1.0	[0.15, 0.15, 0.02249910837753556, 0.016608653059845793]	-4.102639725207585	0.012011885643596905	3.6	1.4854194073492026
43	-19.50353015187961	6.021469517409779	0.0	1.0	1.0	[0.15, 0.052341019147104366, 0.004120288411312309, 0.009948747348540924]	-9.817153325421474	0.020721339981848445	7.1	1.5070304663487675
44	-30.62470715220625	7.536364619902464	2.0	1.0	1.0	[0.15, 0.04494320460624636, 0.0035249114220079454, 0.01215868324548298]	-11.12117700032664	0.008764631099228508	8.9	1.514895102492686
45	-42.612834731014644	9.05620357169429	2.0	1.0	1.0	[0.15, 0.04140715183703055, 0.0029479453119950192, 0.012871194930606062]	-11.988127578808397	0.005396199982771298	10.700000000000001	1.5198389517918267
46	-47.95271133144189	10.575714640901257	4.0	1.0	1.0	[0.15, 0.15, 0.01426340446284331, 0.013880199839125789]	-5.339876600427247	0.013400637403957262	10.700000000000001	1.5195110692069669
47	-51.086459368170566	12.10071177589811	4.0	1.0	1.0	[0.15, 0.15, 0.0318822374704354, 0.02185485854442852]	-3.133748036728676	0.013810294342426893	10.700000000000001	1.5249971349968536
48	-54.849705061722	13.639930821333603	2.0	1.0	1.0	[0.15, 0.15, 0.02355420992713624, 0.019917713473159907]	-3.763245693551436	0.014207180963361793	12.500000000000002	1.5392190454354926
49	-60.66631666361611	15.171046329575454	2.0	1.0	1.0	[0.15, 0.15, 0.01096831751880597, 0.015567764303691525]	-5.816611601894112	0.015292952954237072	14.300000000000002	1.53111550824185
50	-64.98109331791295	16.719879877304038	4.0	1.0	1.0	[0.15, 0.15, 0.01974666229248185, 0.01715795958710144]	-4.31477665429684	0.008374423536066988	14.300000000000002	1.548833547728585
51	-74.06089732911175	18.279296847739378	0.0	1.0	1.0	[0.15, 0.15, 0.0035682207143232047, 0.012504341122383295]	-9.079804011198801	0.028568492681126805	17.800000000000004	1.559416970435341
52	-76.15341717631681	19.69982647024687	4.0	1.0	1.0	[0.15, 0.05090363357143889, 0.03537606771148184, 0.15]	-2.0925198472050544	0.031531811861798556	17.800000000000004	1.4205296225074904
53	-84.63360732971304	21.258395317963323	0.0	1.0	1.0	[0.15, 0.011626852613669792, 0.003954441547515638, 0.15]	-8.480190153396236	0.0348733752551082	21.300000000000004	1.5585688477164548
54	-94.52589082133437	22.817563308139146	0.0	1.0	1.0	[0.15, 0.012865076379780368, 0.0035144846748111276, 0.15]	-9.892283491621326	0.008865661151670742	24.800000000000004	1.559167990175823
55	-106.28320815164727	24.378345446693697	2.0	1.0	1.0	[0.15, 0.015114122603663434, 0.002494783383233921, 0.15]	-11.757317330312896	0.008859807694895607	26.600000000000005	1.5607821385545502
56	-110.96215199993306	25.931923049857588	3.0	1.0	1.0	[0.15, 0.016550984935407968, 0.016971484891020936, 0.15]	-4.678943848285788	0.015241961329593379	26.600000000000005	1.5535776031638897
57	-120.31853889347215	27.48725876656175	2.0	1.0	1.0	[0.15, 0.015764303744160994, 0.0039586759523716685, 0.15]	-9.356386893539101	0.0286299573752986	28.400000000000006	1.555335716704164
58	-128.15933603722183	29.032241898877977	2.0	1.0	1.0	[0.15, 0.15, 0.00832667059322531, 0.007805525152022413]	-7.840797143749671	0.025563738266641774	30.200000000000006	1.544983132316225
59	-131.72295443251892	30.567619033760867	4.0	1.0	1.0	[0.15, 0.15, 0.030366688407318754, 0.016842950172321514]	-3.563618395297077	0.01543682928613497	30.200000000000006	1.5353771348828897
60	-137.440494806236	32.0924339386958	1.0	1.0	1.0	[0.15, 0.15, 0.013038041248887272, 0.012507219703671666]	-5.717540373717072	0.01776380991945928	32.00000000000001	1.5248149049349342
61	-148.29730757339055	33.61124081414625	0.0	1.0	1.0	[0.15, 0.0417385606189188, 0.003119200204143339, 0.0130221478387314]	-10.856812767154564	0.020516761386565403	35.50000000000001	1.5188068754504496
62	-154.0913557694717	35.13699150763521	4.0	1.0	1.0	[0.15, 0.15, 0.012815544322131906, 0.012324789879740299]	-5.794048196081139	0.012519670504684347	35.50000000000001	1.5257506934889569
63	-162.3045567672629	36.69154682578327	0.0	1.0	1.0	[0.15, 0.15, 0.005174510855491077, 0.011514539006347062]	-8.213200997791219	0.013837812097420766	39.00000000000001	1.5545553181480596
64	-170.65715100039745	38.24241247271861	3.0	1.0	1.0	[0.15, 0.017538259094383106, 0.004850919656512593, 0.15]	-8.352594233134552	0.019195140236084943	39.00000000000001	1.5508656469353428
65	-180.4576173340345	39.76014514920537	4.0	1.0	1.0	[0.15, 0.030987237503491333, 0.004193907924590335, 0.02240767057162112]	-9.800466333637035	0.012405988773742696	39.00000000000001	1.5177326764867582
66	-188.4499437192644	41.30895195471102	3.0	1.0	1.0	[0.15, 0.01854353867256419, 0.0052134000671559665, 0.15]	-7.992326385229927	0.010747171273946442	39.00000000000001	1.5488068055056483
67	-198.9503128593105	42.829663499677906	4.0	1.0	1.0	[0.15, 0.03082915045087868, 0.003646776379104868, 0.021279127987604996]	-10.500369140046063	0.012255219232917912	39.00000000000001	1.5207115449668858
68	-211.7095204815041	44.35475985652629	1.0	1.0	1.0	[0.15, 0.035568420315911974, 0.0024940884513359267, 0.015369738521084825]	-12.7592076221936	0.0017844382647283358	40.800000000000004	1.5250963568483877
69	-217.4267615207055	45.88021116128748	4.0	1.0	1.0	[0.15, 0.15, 0.012837784244433954, 0.012863762406168017]	-5.717241039201399	0.014971014496372973	40.800000000000004	1.525451304761186
70	-222.67407318005033	47.34306631010629	3.0	1.0	1.0	[0.15, 0.050853219382343016, 0.013363084577126287, 0.02803862841715504]	-5.2473116593448434	0.013025895973553228	40.800000000000004	1.4628551488188122
71	-228.08381292249814	48.86652659837301	4.0	1.0	1.0	[0.15, 0.15, 0.013089266737095043, 0.015156419547074343]	-5.409739742447812	0.013125920852611848	40.800000000000004	1.5234602882667156
72	-235.4473021303361	50.41577537856257	0.0	1.0	1.0	[0.15, 0.15, 0.00622337733791909, 0.013799032768473907]	-7.363489207837973	0.010288265456876791	44.300000000000004	1.5492487801895614
73	-247.5785868802556	51.94185230777717	2.0	1.0	1.0	[0.15, 0.020506296092170147, 0.0026895274989532313, 0.02921891724585169]	-12.131284749919496	0.014666979892739745	46.1	1.526076929214597
74	-257.1396329597621	53.45154684073329	4.0	1.0	1.0	[0.15, 0.044086302944382386, 0.004690657170390716, 0.014793693546229428]	-9.561046079506458	0.013198547204385546	46.1	1.5096945329561244
75	-267.94315647383866	55.01249739377339	1.0	1.0	1.0	[0.15, 0.15, 0.003185292318611317, 0.012226824823514388]	-10.803523514076582	0.008536129280036428	47.9	1.5609505530400947
76	-276.1383821875071	56.51951740069174	3.0	1.0	1.0	[0.15, 0.023631098775246724, 0.0059951852645209495, 0.034721641504627095]	-8.19522571366846	0.01392432644826736	47.9	1.5070200069183524
77	-288.8197533037815	58.04457088068068	2.0	1.0	1.0	[0.15, 0.016045200938496276, 0.0025078013026011725, 0.03488296034130868]	-12.681371116274436	0.004394448444375784	49.699999999999996	1.5250534799889404
78	-300.666484866789	59.604360274895164	2.0	1.0	1.0	[0.15, 0.016629814570114802, 0.0023969218045330662, 0.15]	-11.84673156300752	0.0036811950606685374	51.49999999999999	1.5597893942144867
79	-312.7719126643781	61.164011600442905	2.0	1.0	1.0	[0.15, 0.01724151554810462, 0.0022724310471129256, 0.15]	-12.105427797589066	0.003391435858487861	53.29999999999999	1.5596513255477427
80	-12.313084662989807	1.5590650060289641	2.0	2.0	1.0	[0.15, 0.018272064955495534, 0.002164860025216597, 0.15]	-12.313084662989807	0.003702429644826643	1.8	1.5590650060289641
81	-17.55020790648986	3.1188097354023308	3.0	2.0	1.0	[0.15, 0.015261703997198067, 0.01399139632158606, 0.15]	-5.237123243500054	0.015490686493558604	1.8	1.5597447293733668
82	-21.46721029476449	4.335660019686691	0.0	2.0	1.0	[0.15, 0.0209460838762261, 0.013530338409000338, 0.15]	-3.9170023882746303	0.024055976768801786	5.3	1.2168502842843607
83	-27.079895627303742	5.86357529140798	2.0	2.0	1.0	[0.15, 0.15, 0.011862870342059493, 0.015415315919537988]	-5.612685332539251	0.030637870751330346	7.1	1.527915271721289
84	-28.882965235875872	7.087002702967901	2.0	2.0	1.0	[0.13944661518365517, 0.15, 0.06672660192033004, 0.029506715443937293]	-1.8030696085721292	0.034931047919525504	8.9	1.2234274115599204
85	-30.304147434423044	8.210621556979685	4.0	2.0	1.0	[0.15, 0.15, 0.07694164925020493, 0.03709916263103566]	-1.421182198547173	0.014973308199542136	8.9	1.123618854011784
86	-31.521729310124755	9.690046144542654	0.0	2.0	1.0	[0.15, 0.15, 0.060048550333200626, 0.027905643553513434]	-1.2175818757017103	0.019377355809903362	12.4	1.4794245875629684
87	-39.325775794214366	10.849543542415661	2.0	2.0	1.0	[0.15, 0.15, 0.011297843530103158, 0.0054369337961961755]	-7.8040464840896115	0.03265401798643482	14.200000000000001	1.1594973978730079
88	-46.32727018244278	12.389853526664039	4.0	2.0	1.0	[0.15, 0.15, 0.00926986892728922, 0.010211085622425268]	-7.001494388228414	0.010592029462031671	14.200000000000001	1.5403099842483776
89	-55.78743302307953	13.946461009407814	2.0	2.0	1.0	[0.15, 0.15, 0.005268392348072637, 0.007728783032745327]	-9.460162840636748	0.009296498730708879	16.0	1.556607482743775
90	-65.42169215245872	15.504573200230752	2.0	2.0	1.0	[0.15, 0.15, 0.004596123109466229, 0.00929592670381669]	-9.634259129379188	0.005796895731900851	17.8	1.5581121908229378
91	-75.23991715526675	17.063392745533758	2.0	2.0	1.0	[0.15, 0.15, 0.004167463331661568, 0.010508230360432677]	-9.818225002808038	0.0071439403463394785	19.6	1.5588195453030047
92	-85.22103030794304	18.582436604594818	3.0	2.0	1.0	[0.15, 0.024491445451488934, 0.00401889288530939, 0.02819869706459373]	-9.981113152676294	0.013338597714212962	19.6	1.5190438590610595
93	-97.25177881299201	20.141507098278094	1.0	2.0	1.0	[0.15, 0.017847857345266907, 0.0022827282439305758, 0.15]	-12.030748505048972	0.002271936004764028	21.400000000000002	1.5590704936832753
94	-109.30403403564989	21.700005441415772	1.0	2.0	1.0	[0.15, 0.01857896698985097, 0.002252817544242533, 0.15]	-12.052255222657882	0.0030327769767093445	23.200000000000003	1.5584983431376793
95	-121.57342089845015	23.258290607478994	2.0	2.0	1.0	[0.15, 0.01913770900997544, 0.0021581550450182965, 0.15]	-12.269386862800255	0.00244657204436866	25.000000000000004	1.5582851660632202
96	-133.4555800117911	24.81526533377511	0.0	2.0	1.0	[0.15, 0.0203081005190997, 0.0022240154711730908, 0.15]	-11.882159113340967	0.003232100629090381	28.500000000000004	1.5569747262961147
97	-140.65104151325198	26.388165950095562	3.0	2.0	1.0	[0.15, 0.012423944884918683, 0.00776468402102821, 0.15]	-7.1954615014608825	0.01196477244055019	28.500000000000004	1.5729006163204546
98	-146.9916484494251	27.923759235039416	4.0	2.0	1.0	[0.15, 0.025379766646651553, 0.007398708243089443, 0.15]	-6.340606936173108	0.012898240390359517	28.500000000000004	1.535593284943855
99	-160.3608861449712	29.45176178663268	2.0	2.0	1.0	[0.15, 0.03180035389204627, 0.002218068171069049, 0.017346688643136033]	-13.369237695546108	0.010746574097586729	30.300000000000004	1.5280025515932643
100	-167.9775773846702	30.995618713775734	4.0	2.0	1.0	[0.15, 0.15, 0.008552217654441788, 0.008417274736917408]	-7.616691239698995	0.013941867765401015	30.300000000000004	1.5438569271430536
101	-177.88276638942776	32.496245799867125	2.0	2.0	1.0	[0.15, 0.056161081873155425, 0.0048805396141734635, 0.009764435398642243]	-9.90518900475754	0.010008995994305362	32.1	1.5006270860913906
102	-183.4638818384566	34.01431580872337	4.0	2.0	1.0	[0.15, 0.15, 0.014813290131642528, 0.011403371682031415]	-5.581115449028828	0.011444335031687444	32.1	1.518070008856241
103	-192.6388325572484	35.57020697707629	2.0	2.0	1.0	[0.15, 0.15, 0.005298834944182205, 0.008775573675783447]	-9.174950718791825	0.009840153678760245	33.9	1.5558911683529222
104	-204.33116851580408	37.09561622711178	0.0	2.0	1.0	[0.15, 0.03445019899148394, 0.0025274904608873416, 0.01616449341823291]	-11.692335958555669	0.023758553436944458	37.4	1.5254092500354952
105	-216.99373825149254	38.622958050914555	0.0	2.0	1.0	[0.15, 0.030994145285763202, 0.0023932575933265144, 0.018326427476884004]	-12.662569735688464	0.005495928441984783	40.9	1.527341823802772
106	-229.79993880014808	40.15026664911626	0.0	2.0	1.0	[0.15, 0.031222847614494547, 0.002386517884024741, 0.018138892040812198]	-12.806200548655543	0.0024724526916300033	44.4	1.527308598201703
107	-243.2054883329402	41.67884956212225	1.0	2.0	1.0	[0.15, 0.03031833417333242, 0.0021952497529459016, 0.018403309813867022]	-13.405549532792115	0.0025464354108076822	46.199999999999996	1.5285829130059885
108	-256.7320791470597	43.207857178309744	1.0	2.0	1.0	[0.15, 0.02964955123318346, 0.002149361827179501, 0.018821204737107404]	-13.526590814119523	0.0022106527213773385	47.99999999999999	1.5290076161874917
109	-270.0583920830797	44.73673217637979	2.0	2.0	1.0	[0.15, 0.02880211078233611, 0.002212412068838161, 0.019645418026588868]	-13.326312936019962	0.0022047234118348813	49.79999999999999	1.5288749980700422
110	-281.0464759157864	46.25213461493291	3.0	2.0	1.0	[0.15, 0.01326677142703512, 0.0035413326220488355, 0.043358833757124626]	-10.988083832706701	0.012548288863266043	49.79999999999999	1.5154024385531266
111	-291.3597745309274	47.81197757124159	2.0	2.0	1.0	[0.15, 0.011620137198485057, 0.0035902748778968443, 0.15]	-10.313298615140976	0.006910201764590146	51.59999999999999	1.5598429563086798
112	-302.6104626170386	49.372994819006394	2.0	2.0	1.0	[0.15, 0.013480382319965904, 0.002829393336172219, 0.15]	-11.25068808611119	0.008005627828761687	53.399999999999984	1.5610172477648037
113	-313.65511609221085	50.93234988855966	2.0	2.0	1.0	[0.15, 0.015503782774678515, 0.0028236785158820554, 0.15]	-11.044653475172248	0.006257767915490165	55.19999999999998	1.5593550695532674
114	-324.75243314135815	52.49164117691295	0.0	2.0	1.0	[0.15, 0.0162361322851759, 0.002653422017246961, 0.15]	-11.097317049147284	0.005449185185239669	58.69999999999998	1.5592912883532826
115	-336.13377126351224	54.013703250637036	4.0	2.0	1.0	[0.15, 0.03487145744383981, 0.003143289045631878, 0.017180940135429496]	-11.381338122154089	0.012146531583651102	58.69999999999998	1.5220620737240877
116	-341.461033001734	55.5293214628143	4.0	2.0	1.0	[0.15, 0.15, 0.01534864006517261, 0.01259575560625899]	-5.327261738221739	0.016917496994051533	58.69999999999998	1.515618212177266
117	-348.64189703644115	57.07186290018772	2.0	2.0	1.0	[0.15, 0.15, 0.008667824953691686, 0.010309612555708303]	-7.180864034707156	0.008227569716669807	60.49999999999998	1.5425414373734134
118	-357.95209985776205	58.62881271638188	2.0	2.0	1.0	[0.15, 0.15, 0.004646746096473148, 0.010763114244834546]	-9.3102028213209	0.010713575544153633	62.299999999999976	1.556949816194163
119	-367.96827586210867	60.18821557344818	2.0	2.0	1.0	[0.15, 0.15, 0.003934858962269182, 0.01083760007358992]	-10.016176004346624	0.006986660192919646	64.09999999999998	1.559402857066303
120	-10.165482072803025	1.5595679282331016	2.0	3.0	1.0	[0.15, 0.15, 0.003687216291138995, 0.011780380834260086]	-10.165482072803025	0.0067183761176121	1.8	1.5595679282331016
121	-21.0234870867482	3.1205051309150607	2.0	3.0	1.0	[0.15, 0.15, 0.003129797150306488, 0.012484313818296417]	-10.858005013945176	0.006454660413426354	3.6	1.560937202681959
122	-32.190423305021554	4.681235004562893	2.0	3.0	1.0	[0.15, 0.15, 0.0028481364543328064, 0.013911499608774573]	-11.16693621827335	0.006078754202695785	5.4	1.5607298736478326
123	-43.86225575556018	6.241885164955481	1.0	3.0	1.0	[0.15, 0.15, 0.002528212532743034, 0.015256292309357433]	-11.671832450538622	0.004531649499302979	7.2	1.5606501603925882
124	-55.72818222060004	7.802670385403021	2.0	3.0	1.0	[0.15, 0.15, 0.0024345874050484273, 0.015456261746303648]	-11.865926465039864	0.0036306762094645835	9.0	1.5607852204475394
125	-67.7800375293602	9.363477298262364	2.0	3.0	1.0	[0.15, 0.15, 0.0023450138445113063, 0.015767468241200556]	-12.051855308760157	0.003434901479262125	10.8	1.5608069128593436
126	-79.64237224590268	10.923788791572592	2.0	3.0	1.0	[0.15, 0.15, 0.002411222493334591, 0.016082136409487795]	-11.862334716542476	0.0029010657590685354	12.600000000000001	1.5603114933102282
127	-91.49830532124075	12.483841214547297	1.0	3.0	1.0	[0.15, 0.15, 0.002401345416789877, 0.016409691892090413]	-11.855933075338069	0.0032437759289869915	14.400000000000002	1.5600524229747053
128	-103.44370341507292	14.043849537492177	2.0	3.0	1.0	[0.15, 0.15, 0.002356677753518931, 0.01662221726261579]	-11.945398093832168	0.0032840034513273064	16.200000000000003	1.56000832294488
129	-109.05895793267146	15.607391472233978	4.0	3.0	1.0	[0.15, 0.15, 0.012602449732853413, 0.014105290915233496]	-5.615254517598537	0.013132006065993965	16.200000000000003	1.563541934741802
130	-112.25129759686195	17.13393239003381	4.0	3.0	1.0	[0.15, 0.15, 0.031069026177826194, 0.021562111388470452]	-3.1923396641904875	0.01264026669438936	16.200000000000003	1.5265409177998317
131	-116.13142571761969	18.675448727208963	2.0	3.0	1.0	[0.15, 0.15, 0.022809230686706736, 0.01911865151113078]	-3.8801281207577407	0.01101864893546365	18.000000000000004	1.5415163371751537
132	-120.86733640122941	20.229813871923135	2.0	3.0	1.0	[0.15, 0.15, 0.01665577472500365, 0.016353224116471006]	-4.735910683609719	0.009289644062413286	19.800000000000004	1.5543651447141726
133	-127.09571341399304	21.78462858877828	1.0	3.0	1.0	[0.15, 0.15, 0.00772678851882302, 0.02446119587487001]	-6.228377012763634	0.02604881408302418	21.600000000000005	1.554814716855145
134	-135.82006788315758	23.333484417319422	2.0	3.0	1.0	[0.15, 0.006272608846892058, 0.007374710004134862, 0.15]	-8.724354469164544	0.016258180800391597	23.400000000000006	1.548855828541144
135	-144.2514818489756	24.871189480453413	1.0	3.0	1.0	[0.15, 0.004809406788444411, 0.010167723698561061, 0.15]	-8.431413965818034	0.008413190112819895	25.200000000000006	1.5377050631339926
136	-152.9552968414358	26.420524784577207	2.0	3.0	1.0	[0.15, 0.006517318997316206, 0.0072293321167771546, 0.15]	-8.703814992460188	0.01167004308368993	27.000000000000007	1.5493353041237923
137	-162.34460160706496	27.977172710132105	2.0	3.0	1.0	[0.15, 0.008765834215583282, 0.005015354099888201, 0.15]	-9.389304765629154	0.013906812457118129	28.800000000000008	1.5566479255548988
138	-166.75498654369983	29.468059450677654	3.0	3.0	1.0	[0.15, 0.014736141490291113, 0.02107158319591446, 0.15]	-4.4103849366348635	0.015391178044536765	28.800000000000008	1.4908867405455473
139	-174.18753066910372	31.017769277394194	0.0	3.0	1.0	[0.15, 0.010636101335247504, 0.00660826030372121, 0.15]	-7.432544125403886	0.014388187924786773	32.30000000000001	1.5497098267165414
140	-184.6752870301077	32.57347412227948	1.0	3.0	1.0	[0.15, 0.15, 0.0029577358819785947, 0.01919865390998701]	-10.487756361003981	0.017435881985433832	34.10000000000001	1.5557048448852835
141	-196.65414234571497	34.13476406203116	2.0	3.0	1.0	[0.15, 0.15, 0.0024076355795088055, 0.014979270364932615]	-11.97885531560727	0.0015690540708019273	35.900000000000006	1.5612899397516813
142	-208.56226657890323	35.69580205756504	2.0	3.0	1.0	[0.15, 0.15, 0.0024276267978347197, 0.015193196826008278]	-11.908124233188266	0.00379983678730522	37.7	1.5610379955338822
143	-220.4074922283071	37.25658913840473	1.0	3.0	1.0	[0.15, 0.15, 0.0024452569434379955, 0.015414391720793995]	-11.845225649403865	0.003500709520870942	39.5	1.5607870808396913
