	accu_reward	accu_v_measure_sensor_distance	action_index	episode_index	epsilon	object_in_range	observations:	reward	v_distance_reward	v_measure_calc_distance	v_measure_sensor_distance
420	654.5250790265463	611.6174441215752	0.0	0.0	0.0	1.0	[0.15, 0.15, 0.15, 0.12615548920315833]	0.9948375621936263	0.023884166147822183	1128.0	1.3324958723833413
421	655.4916561810438	612.7858697921818	0.0	0.0	0.0	1.0	[0.15, 0.15, 0.15, 0.10994659723964861]	0.9665771544975001	0.02505641910820948	1131.0	1.1684256706065692
422	655.4521958515144	614.1508213704668	1.0	0.0	0.0	1.0	[0.15, 0.15, 0.15, 0.10871254934134372]	-0.03946032952949684	0.002620097950090339	1131.0	1.3649515782850774
423	655.456738102483	615.4857571403659	1.0	0.0	0.0	1.0	[0.15, 0.15, 0.15, 0.11617452193376795]	0.004542250968554637	0.009490350171721826	1131.0	1.3349357698990982
424	655.5699438778894	616.7637594856908	1.0	0.0	0.0	1.0	[0.15, 0.15, 0.15, 0.1422761497446221]	0.11320577540638001	0.012123728347219991	1131.0	1.2780023453249427
425	657.1135325256649	618.0513361806985	0.0	0.0	0.0	1.0	[0.15, 0.15, 0.15, 0.15]	1.5435886477755436	0.035414299849574005	1134.0	1.2875766950077363
426	658.1154293674275	619.331793630113	0.0	0.0	0.0	1.0	[0.15, 0.15, 0.15, 0.15]	1.0018968417625262	0.021872004699248573	1137.0	1.2804574494144618
427	659.538132210365	620.5992646427719	0.0	0.0	0.0	1.0	[0.15, 0.15, 0.15, 0.15]	1.4227028429374662	0.03239215472862207	1140.0	1.2674710126589481
428	661.5872707780784	621.8528622568028	0.0	0.0	0.0	1.0	[0.15, 0.15, 0.15, 0.15]	2.0491385677133547	0.048053047848019274	1143.0	1.2535976140309195
429	661.7591437846854	623.1065144847963	0.0	0.0	0.0	1.0	[0.15, 0.15, 0.15, 0.15]	0.17187300660704327	0.0011214088203614964	1146.0	1.2536522279935198
430	663.9266823871404	624.1940155462597	0.0	0.0	0.0	1.0	[0.15, 0.15, 0.15, 0.15]	2.1675386024549934	0.05101304871656025	1149.0	1.0875010614633527
431	666.4757392595268	625.6265095167478	0.0	0.0	0.0	1.0	[0.15, 0.15, 0.15, 0.15]	2.549056872386322	0.06055100546484346	1152.0	1.4324939704880895
432	668.9789669445823	627.049849811796	0.0	0.0	0.0	1.0	[0.15, 0.15, 0.15, 0.15]	2.5032276850555624	0.05940527578157447	1155.0	1.4233402950482483
433	669.749091366244	628.4695222453621	0.0	0.0	0.0	1.0	[0.15, 0.15, 0.15, 0.15]	0.7701244216615992	0.016077694196725396	1158.0	1.4196724335661175
434	670.4995609469545	629.8862013225691	0.0	0.0	0.0	1.0	[0.15, 0.15, 0.15, 0.15]	0.7504695807104754	0.0155863231729473	1161.0	1.4166790772071
435	670.8755150631081	631.3018818418153	0.0	0.0	0.0	1.0	[0.15, 0.15, 0.15, 0.15]	0.37595411615362523	0.006223436559026045	1164.0	1.4156805192461335
436	673.0296025190921	632.3361624644472	0.0	0.0	0.0	1.0	[0.15, 0.15, 0.15, 0.15]	2.1540874559840204	0.05067677005478592	1167.0	1.0342806226318269
437	675.4509018495105	633.543698708309	0.0	0.0	0.0	1.0	[0.15, 0.15, 0.15, 0.15]	2.421299330418406	0.05735706691564556	1170.0	1.2075362438617936
438	677.9029422495073	635.143698708309	0.0	0.0	0.0	0.0	[0.15, 0.15, 0.15, 0.15]	2.452040399996758	0.05812559365510436	1173.0	1.6
439	680.097785156455	636.743698708309	0.0	0.0	0.0	0.0	[0.15, 0.15, 0.15, 0.15]	2.194842906947699	0.05169565632887789	1176.0	1.6
440	682.3037176286745	637.8090619302878	0.0	0.0	0.0	1.0	[0.15, 0.15, 0.15, 0.15]	2.2059324722194713	0.05197289546067219	1179.0	1.0653632219788487
441	684.8485923121386	639.4090619302879	0.0	0.0	0.0	0.0	[0.15, 0.15, 0.15, 0.15]	2.544874683464122	0.06044645074178846	1182.0	1.6
442	687.381235811438	641.0090619302879	0.0	0.0	0.0	0.0	[0.15, 0.15, 0.15, 0.15]	2.532643499299383	0.060140671137669986	1185.0	1.6
443	688.489047028356	642.6090619302879	0.0	0.0	0.0	0.0	[0.15, 0.15, 0.15, 0.15]	1.1078112169179575	0.024519864078134352	1188.0	1.6
444	689.932604913836	644.2090619302879	0.0	0.0	0.0	0.0	[0.15, 0.15, 0.15, 0.15]	1.443557885479995	0.03291353079218529	1191.0	1.6
445	691.5525615498896	645.809061930288	0.0	0.0	0.0	0.0	[0.15, 0.15, 0.15, 0.15]	1.6199566360535333	0.03732349955652375	1194.0	1.6
446	692.7695977036016	647.409061930288	0.0	0.0	0.0	0.0	[0.15, 0.15, 0.15, 0.15]	1.2170361537120438	0.02725048749798651	1197.0	1.6
447	694.807261271587	649.009061930288	0.0	0.0	0.0	0.0	[0.15, 0.15, 0.15, 0.15]	2.0376635679854425	0.04776617285482147	1200.0	1.6
448	695.0205853798839	650.609061930288	0.0	0.0	0.0	0.0	[0.15, 0.15, 0.15, 0.15]	0.21332410829691492	0.0021576863626082874	1203.0	1.6
449	697.1834260358802	651.6737395479972	0.0	0.0	0.0	1.0	[0.15, 0.15, 0.15, 0.15]	2.162840655996263	0.050895600055092	1206.0	1.0646776177091928
450	699.7311852425751	653.0754646754967	0.0	0.0	0.0	1.0	[0.15, 0.15, 0.15, 0.15]	2.547759206694899	0.06051856382255789	1209.0	1.4017251274994789
451	702.1751753649437	654.6754646754968	0.0	0.0	0.0	0.0	[0.15, 0.15, 0.15, 0.15]	2.4439901223686755	0.0579243367144023	1212.0	1.6
452	704.3484167387312	656.2754646754968	0.0	0.0	0.0	0.0	[0.15, 0.15, 0.15, 0.15]	2.173241373787531	0.0511556179998737	1215.0	1.6
453	706.5555619871839	657.3106343303418	0.0	0.0	0.0	1.0	[0.15, 0.15, 0.15, 0.15]	2.2071452484526173	0.05200321486650084	1218.0	1.035169654845029
454	709.1039911289715	658.9106343303418	0.0	0.0	0.0	0.0	[0.15, 0.15, 0.15, 0.15]	2.5484291417876546	0.06053531219987678	1221.0	1.6
455	711.4195160320581	660.5106343303419	0.0	0.0	0.0	0.0	[0.15, 0.15, 0.15, 0.15]	2.315524903086571	0.054712706232349695	1224.0	1.6
