	action_index	object_in_range	v_distance_reward	v_measure_calc_distance	v_measure_sensor_distance
0	0.0	0.0	0.03807253493547417	3.0	1.6
1	0.0	0.0	0.01567049312651819	3.0	1.6
2	0.0	0.0	0.0050578125572249165	3.0	1.6
3	0.0	0.0	0.05176623618171955	3.0	1.4042989250633302
4	0.0	0.0	0.0590514201414151	3.0	1.6
5	0.0	0.0	0.055142895300082866	3.0	1.6
6	0.0	0.0	0.050468111680305315	3.0	1.6
7	0.0	0.0	0.0524351430191954	3.0	1.4031100681337862
8	0.0	0.0	0.054658410781249944	3.0	1.6
9	0.0	0.0	0.05332046419920418	3.0	1.6
10	0.0	0.0	0.05101374279036585	3.0	1.6
11	0.0	0.0	0.0528436892511954	3.0	1.0231181645975846
12	0.0	0.0	0.06049793233290303	3.0	1.6
13	0.0	0.0	0.05801306926288546	3.0	1.2335802693283062
14	1.0	1.0	0.0014817628868376976	0.0	1.2449560608671144
15	1.0	1.0	0.010342403813454661	0.0	1.4250195621411392
16	0.0	0.0	0.03792844696329003	3.0	1.3188761813643324
17	1.0	1.0	0.006830252614317358	0.0	1.3231908732438395
18	1.0	1.0	0.009583319534765707	0.0	1.2781573207954646
19	1.0	1.0	0.011991616276904472	0.0	1.4134512266168213
20	0.0	0.0	0.039321348099951275	3.0	1.6
21	0.0	0.0	0.040249758941738684	3.0	1.6
22	0.0	0.0	0.051610354275922574	3.0	1.6
23	0.0	0.0	0.05327346841487229	3.0	1.4111599355336946
24	0.0	0.0	0.06064607429710293	3.0	1.6
25	0.0	0.0	0.05377943791754459	3.0	1.4217602763238697
26	0.0	0.0	0.047733808633449525	3.0	1.6
27	0.0	0.0	0.051611650641849326	3.0	1.4129705369541679
28	0.0	0.0	0.06051673947297707	3.0	1.6
29	0.0	0.0	0.05789035926931016	3.0	1.6
30	0.0	0.0	0.01594424822720308	3.0	1.6
31	0.0	0.0	0.01068633802613833	3.0	1.6
32	0.0	0.0	0.05187018391412719	3.0	1.6
33	0.0	0.0	0.05366769228345296	3.0	1.0191891136509992
34	0.0	0.0	0.06045306500117778	3.0	1.6
35	0.0	0.0	0.058771511049261094	3.0	1.6
36	0.0	0.0	0.05124598237148623	3.0	1.6
37	0.0	0.0	0.05174162232793498	3.0	1.6
38	0.0	0.0	0.053655674150212704	3.0	1.021251325479903
39	0.0	0.0	0.060506722126189155	3.0	1.6
40	0.0	0.0	0.0587227040750626	3.0	1.6
41	0.0	0.0	0.03663539654995546	3.0	1.6
42	0.0	0.0	0.051679648430758826	3.0	1.6
43	0.0	0.0	0.0538876115898411	3.0	1.4123762049524524
44	0.0	0.0	0.06058285241499924	3.0	1.6
45	0.0	0.0	0.05386201813396672	3.0	1.6
46	0.0	0.0	0.02254197149981627	3.0	1.6
47	0.0	0.0	0.0416189628649514	3.0	1.6
48	0.0	0.0	0.0549677231312324	3.0	1.6
49	0.0	0.0	0.05464620386038457	3.0	1.6
50	0.0	0.0	0.05303143810339942	3.0	1.6
51	0.0	0.0	0.042582370872715325	3.0	1.6
52	0.0	0.0	0.05234412700069745	3.0	1.6
