	accu_reward	avg_food_distance	time_passed
0	54.26798760369532	0.9924247273369071	44000.0
1	77.72957909125189	0.9649354720655002	70000.0
2	21.972161340497745	0.9341048509151758	77500.0
3	6.382682880844635	1.1663668795000472	90500.0
4	37.435726574283564	1.0707011172228977	58000.0
5	62.509473981900456	0.8072851667907753	67500.0
6	41.69865313914026	1.0096193905300315	43500.0
7	64.3763138668929	1.0636145093497058	63000.0
8	40.66666077488689	0.872530876121022	62000.0
9	84.05492906297134	0.8881560373245989	45500.0
10	39.58160704185523	1.024015086394849	64000.0
11	88.32793057126695	0.9275464502597773	58500.0
12	58.27221200980392	0.8303533912895986	52000.0
13	85.21849076168927	1.0472257158425518	40000.0
14	70.32618071266967	0.7152208028232051	41000.0
15	92.20649509803923	0.6233202400924931	41500.0
16	67.92770197021117	0.7838730398534499	35500.0
17	65.54731099170436	0.8678354891764017	32500.0
18	103.10860317684767	0.893419392859863	50000.0
