	accu_reward	accu_v_measure_sensor_distance	action_index	episode_index	object_in_range	observations:	reward	v_measure_calc_distance	v_measure_sensor_distance
0	1.0493974233781036	1.4551526593766797	2.0	0.0	1.0	[0.25, 0.25, 0.25, 0.25]	1.0493974233781036	0.0	1.4551526593766797
1	0.7140374573124202	2.7703759689410496	3.0	0.0	1.0	[0.25, 0.25, 0.25, 0.17560100963694888]	-0.3353599660656834	2.5	1.3152233095643697
2	0.826789771841576	3.955988549760913	2.0	0.0	1.0	[0.1689281894290418, 0.25, 0.25, 0.17699675085593317]	0.1127523145291558	2.5	1.1856125808198632
3	0.5688057480511277	5.142287173157879	2.0	0.0	1.0	[0.04030339706046334, 0.25, 0.25, 0.1737820839770936]	-0.2579840237904483	2.5	1.1862986233969655
4	0.07362190125687768	5.893485049715271	1.0	0.0	1.0	[0.029011076513781767, 0.25, 0.1511186761892629, 0.17612783211990152]	-0.49518384679425004	2.5	0.7511978765573923
5	-0.32906228198321624	6.888186556021978	1.0	0.0	1.0	[0.011577413392134398, 0.25, 0.16392404975607977, 0.25]	-0.4026841832400939	2.5	0.9947015063067073
6	-0.7343999134957571	8.084042102868526	2.0	0.0	1.0	[0.0038079238385965775, 0.25, 0.1756199605292755, 0.25]	-0.40533763151254076	2.5	1.1958555468465493
7	-1.0053162925122707	9.293616100246044	2.0	0.0	1.0	[0.017210426942236873, 0.17902224909980544, 0.25, 0.25]	-0.27091637901651366	2.5	1.2095739973775177
8	-1.3440707848722229	10.84271207532953	3.0	0.0	1.0	[0.034007870764420835, 0.25, 0.25, 0.25]	-0.33875449235995214	5.0	1.549095975083486
9	-0.569369486412511	12.082456446885923	0.0	0.0	1.0	[0.1535863701003872, 0.25, 0.25, 0.25]	0.7747012984597119	11.0	1.2397443715563932
10	-1.0101975146126723	12.729409978511988	1.0	0.0	1.0	[0.25, 0.19881374166217836, 0.1700739064810004, 0.18673594274332633]	-0.4408280282001613	11.0	0.6469535316260662
11	-0.5859661353206126	0.7341428474226784	1.0	1.0	1.0	[0.25, 0.16789949692998749, 0.14680643096819337, 0.17772642393765767]	-0.5859661353206126	0.0	0.7341428474226784
12	-0.6993943532188628	2.0298370094869074	1.0	1.0	1.0	[0.01057715443762828, 0.25, 0.25, 0.25]	-0.11342821789825022	0.0	1.2956941620642288
13	-0.016741853676442653	3.6262931919163903	0.0	1.0	1.0	[0.0026616769073672867, 0.25, 0.25, 0.25]	0.6826524995424201	6.0	1.596456182429483
14	-0.81205687925731	4.423068487503923	2.0	1.0	1.0	[0.016910652287075504, 0.17137204625599253, 0.15767625726953358, 0.15825112283604895]	-0.7953150255808673	6.0	0.7967752955875329
15	-0.8008324811079818	5.812330979638064	2.0	1.0	1.0	[0.07896654628374566, 0.25, 0.25, 0.25]	0.011224398149328185	6.0	1.389262492134141
16	-0.9596461228462458	7.318076674993262	2.0	1.0	1.0	[0.25, 0.25, 0.25, 0.09425430464480278]	-0.15881364173826407	6.0	1.5057456953551973
17	-1.4085689127548213	8.269318724543126	1.0	1.0	1.0	[0.14890523803851746, 0.25, 0.25, 0.05013681851389366]	-0.44892278990857554	6.0	0.9512420495498636
18	-2.0413727969215185	9.257571813662214	3.0	1.0	1.0	[0.13642145827378607, 0.25, 0.25, 0.04203915193463194]	-0.6328038841666972	8.5	0.9882530891190868
19	-2.091396424026809	10.50568624168302	0.0	1.0	1.0	[0.1185667778436974, 0.25, 0.07277068529364634, 0.028918368742198452]	-0.050023627105290513	14.5	1.2481144280208047
20	-3.3932130553433795	11.498487288139469	2.0	1.0	1.0	[0.15140663128872442, 0.1032628964418233, 0.032436677361392975, 0.06010940968087007]	-1.3018166313165707	14.5	0.9928010464564498
