	accu_reward	episode_index	time_passed
0	42.904996137774845	1.0	30000.0
1	39.57832093042288	2.0	30000.0
2	28.56235446087442	3.0	30000.0
3	-301.66879345554366	4.0	30000.0
4	-134.40995499112807	5.0	30000.0
5	-96.56144242798796	6.0	30000.0
6	-59.417640061164334	7.0	30000.0
7	27.877978853033422	8.0	30000.0
8	-78.90793070605442	9.0	30000.0
9	24.692775572364088	10.0	30000.0
10	16.74250181028415	11.0	30000.0
11	-149.20352232298964	12.0	30000.0
12	14.680049745031964	13.0	30000.0
13	-27.61683767190149	14.0	30000.0
14	19.152346218354335	15.0	30000.0
15	-22.221041639189167	16.0	30000.0
16	-80.01932062096182	17.0	30000.0
17	33.86943451399834	18.0	30000.0
18	-34.39061132438848	19.0	30000.0
19	-635.1134944473049	20.0	30000.0
20	-44.044065447560854	21.0	30000.0
21	39.19864671971305	22.0	30000.0
22	40.324921553202984	23.0	30000.0
23	60.18057068486578	24.0	30000.0
24	28.485026171169167	25.0	30000.0
25	-203.34832214156575	26.0	30000.0
26	-252.06933401494018	27.0	30000.0
27	-11.909811864583531	28.0	30000.0
28	27.754743207289938	29.0	30000.0
29	25.79481619104272	30.0	30000.0
30	-261.245780197892	31.0	30000.0
31	49.06281736293372	32.0	30000.0
32	47.30523792526109	33.0	30000.0
33	-57.91648067717859	34.0	30000.0
34	37.228521639244526	35.0	30000.0
35	41.40008691047807	36.0	30000.0
36	-58.35994874498798	37.0	30000.0
37	-35.83976185488313	38.0	30000.0
38	-62.32017303356271	39.0	30000.0
39	40.349125892828795	40.0	30000.0
40	-44.7307129702952	41.0	30000.0
41	-17.79126921263278	42.0	30000.0
42	23.666728763645782	43.0	30000.0
43	-33.4989792643486	44.0	30000.0
44	2.925882181413762	45.0	30000.0
45	-66.69301184641422	46.0	30000.0
46	8.156206035600292	47.0	30000.0
47	65.67803097091291	48.0	30000.0
48	64.80088513073454	49.0	30000.0
49	-149.8842080948076	50.0	30000.0
50	-156.93676434652565	51.0	30000.0
51	38.627189196001844	52.0	30000.0
52	66.3022738109177	53.0	30000.0
53	69.35615464215739	54.0	30000.0
54	45.53803265614051	55.0	30000.0
55	53.230212861422	56.0	30000.0
56	-99.79397113689807	57.0	30000.0
57	-54.01487250126969	58.0	30000.0
58	18.212364630909942	59.0	30000.0
59	21.031850182363613	60.0	30000.0
60	-95.16533064903656	61.0	30000.0
61	-33.88857582132833	62.0	30000.0
62	-176.0483803509218	63.0	30000.0
63	-46.133511697768824	64.0	30000.0
64	-73.04030668294777	65.0	30000.0
65	-150.58213834728357	66.0	30000.0
66	-110.32165556832403	67.0	30000.0
67	-131.9618844701068	68.0	30000.0
68	-34.049278500605766	69.0	30000.0
69	5.744720384799368	70.0	30000.0
70	-173.1737551365911	71.0	30000.0
71	-235.9584400327232	72.0	30000.0
72	-154.2352053554244	73.0	30000.0
73	-37.334360408434485	74.0	30000.0
74	-127.86559889910724	75.0	30000.0
75	-0.8316867490427078	76.0	30000.0
76	-336.75788557434873	77.0	30000.0
77	-164.0221153551471	78.0	30000.0
78	-78.88242752364681	79.0	30000.0
79	27.999193112020833	80.0	30000.0
80	44.345605982970284	81.0	30000.0
81	69.84819547938442	82.0	30000.0
82	59.24533302467279	83.0	30000.0
83	13.361010749540542	84.0	30000.0
84	-79.3793126079547	85.0	30000.0
85	54.55826423836605	86.0	30000.0
86	-43.754523777247115	87.0	30000.0
87	-81.85302780780577	88.0	30000.0
88	-115.53066128104575	89.0	30000.0
89	9.333494039977225	90.0	30000.0
90	-251.214259437547	91.0	30000.0
91	-23.071193214772805	92.0	30000.0
92	-17.362189555523397	93.0	30000.0
93	-12.485227291863945	94.0	30000.0
94	-153.25710738656107	95.0	30000.0
95	-74.25728223991122	96.0	30000.0
96	5.574473207544848	97.0	30000.0
97	-27.967435355499035	98.0	30000.0
98	-47.22019683925635	99.0	30000.0
