	accu_reward	accu_v_measure_sensor_distance	action_index	episode_index	epsilon	object_in_range	observations:	reward	v_distance_reward	v_measure_calc_distance	v_measure_sensor_distance
0	1.6050611071145515	1.6	0.0	0.0	0.0	0.0	[0.15, 0.15, 0.15, 0.15]	1.6050611071145515	0.0369511113330492	3.0	1.6
1	2.793553006018705	3.2	0.0	0.0	0.0	0.0	[0.15, 0.15, 0.15, 0.15]	1.1884918989041533	0.026536881127789246	6.0	1.6
2	4.375429451855942	4.800000000000001	0.0	0.0	0.0	0.0	[0.15, 0.15, 0.15, 0.15]	1.5818764458372372	0.036371494801116344	9.0	1.6
3	5.740821406948155	6.4	0.0	0.0	0.0	0.0	[0.15, 0.15, 0.15, 0.15]	1.365391955092213	0.030959382532490736	12.0	1.6
4	7.888849347524605	7.667174756241346	0.0	0.0	0.0	1.0	[0.15, 0.15, 0.15, 0.15]	2.1480279405764504	0.050525282169596675	15.0	1.2671747562413462
5	9.972073187684847	9.030601129843511	0.0	0.0	0.0	1.0	[0.15, 0.15, 0.15, 0.11897644789768401]	2.0832238401602416	0.05187849081063773	18.0	1.3634263736021648
6	11.783971624043318	10.29627616714093	0.0	0.0	0.0	1.0	[0.15, 0.15, 0.15, 0.0685536597786837]	1.8118984363584705	0.05372191074199162	21.0	1.2656750372974184
7	12.727159312150592	11.815616509398462	0.0	0.0	0.0	1.0	[0.15, 0.15, 0.15, 0.03334795303917952]	0.9431876881072745	0.04753586280604086	24.0	1.5193403422575318
8	12.93801454468417	13.322352725122032	0.0	0.0	0.0	1.0	[0.15, 0.15, 0.15, 0.037436843698810944]	0.21085523253357907	0.0263429291659503	27.0	1.5067362157235706
9	13.42983954879047	14.534631811239471	0.0	0.0	0.0	1.0	[0.1470817992328116, 0.15, 0.15, 0.04034677510890086]	0.49182500410630037	0.0317066627660709	30.0	1.2122790861174395
10	13.125780202312193	16.041175689173578	0.0	0.0	0.0	1.0	[0.15, 0.15, 0.15, 0.041868248280275716]	-0.3040593464782781	0.010834189535167961	33.0	1.5065438779341047
11	13.222075836902507	17.15819858613858	0.0	0.0	0.0	1.0	[0.12650110661054678, 0.15, 0.15, 0.026146307351806748]	0.09629563459031365	0.034080492036182033	36.0	1.1170228969650033
12	11.75170788391571	18.18205268422449	0.0	0.0	0.0	1.0	[0.1484742752893525, 0.15, 0.04095259558147589, 0.024822987364290686]	-1.4703679529867963	0.028605706629372944	39.0	1.023854098085909
13	8.666606904281903	19.447442683797895	2.0	0.0	0.0	1.0	[0.15, 0.15, 0.021250825075848676, 0.04387145741339003]	-3.085100979633808	0.016270497465617043	39.0	1.2653899995734028
14	6.958653521669971	20.544686248424473	2.0	0.0	0.0	1.0	[0.09981096292586754, 0.15, 0.030989013321545005, 0.15]	-1.7079533826119315	0.017378172043136714	39.0	1.0972435646265761
15	5.236318555069111	21.67689262115611	2.0	0.0	0.0	1.0	[0.15, 0.05285258612923245, 0.045119445325381306, 0.15]	-1.7223349666008598	0.009337963761328005	39.0	1.132206372731639
16	4.067537449321584	22.667842976116308	2.0	0.0	0.0	1.0	[0.1269680059129374, 0.04399718928756243, 0.08737862774592617, 0.15]	-1.1687811057475268	0.01638547183495068	39.0	0.9909503549601977
17	3.467916299367196	23.75383331165023	2.0	0.0	0.0	1.0	[0.15, 0.04835239588176843, 0.15, 0.15]	-0.5996211499543879	0.010500691201773209	39.0	1.0859903355339209
18	2.9865714199049203	24.99950819631086	2.0	0.0	0.0	1.0	[0.15, 0.05546299326918081, 0.15, 0.15]	-0.4813448794622759	0.01570993762536111	39.0	1.2456748846606316
19	3.0061559693192996	26.48003106348932	2.0	0.0	0.0	1.0	[0.15, 0.11947713282153925, 0.15, 0.15]	0.019584549414379274	0.009219967030879588	39.0	1.4805228671784607
20	3.1456380608797803	28.080031063489322	2.0	0.0	0.0	0.0	[0.15, 0.15, 0.15, 0.15]	0.13948209156048044	0.012465437767897032	39.0	1.6
21	5.194602059528514	29.599864653276082	0.0	0.0	0.0	1.0	[0.15, 0.15, 0.15, 0.15]	2.048963998648734	0.048048683621403764	42.0	1.5198335897867592
22	6.975868912006026	31.155762170466897	0.0	0.0	0.0	1.0	[0.15, 0.15, 0.15, 0.15]	1.7812668524775124	0.041356254967123224	45.0	1.5558975171908132
23	8.140331561840647	32.70330573834872	0.0	0.0	0.0	1.0	[0.15, 0.15, 0.15, 0.15]	1.1644626498346198	0.02593614990105091	48.0	1.5475435678818235
