	accu_reward	accu_v_measure_sensor_distance	action_index	episode_index	epsilon	object_in_range	observations:	reward	v_distance_reward	v_measure_calc_distance	v_measure_sensor_distance
0	-0.08739559976043763	1.1203692222671355	1.0	0.0	0.0	1.0	[0.06947421510815635, 0.15, 0.15, 0.15]	-0.08739559976043763	0.012824838897761218	0.0	1.1203692222671355
1	-0.5528627352236865	2.167287851602569	1.0	0.0	0.0	1.0	[0.0296876103455068, 0.15, 0.15, 0.15]	-0.46546713546324886	0.011605645246192824	0.0	1.0469186293354333
2	-1.5553155544419468	3.1339381446073364	1.0	0.0	0.0	1.0	[0.01331001529303822, 0.15, 0.15, 0.15]	-1.0024528192182602	0.011626997611939466	0.0	0.9666502930047676
3	-2.709820590603841	4.325676729664302	1.0	0.0	0.0	1.0	[0.011131022601789426, 0.15, 0.15, 0.15]	-1.154505036161894	0.011544896229758787	0.0	1.1917385850569655
4	-2.570777677414057	5.549895411283595	1.0	0.0	0.0	1.0	[0.15, 0.15, 0.15, 0.15]	0.13904291318978426	0.012026259397200837	0.0	1.224218681619293
5	-2.43205451007422	6.518799100295219	1.0	0.0	0.0	1.0	[0.15, 0.15, 0.15, 0.15]	0.1387231673398367	0.01170651354725326	0.0	0.9689036890116236
6	-2.293172620885362	7.762021658752392	1.0	0.0	0.0	1.0	[0.15, 0.15, 0.15, 0.15]	0.13888188918885835	0.011865235396274924	0.0	1.2432225584571734
7	-2.1541352803357343	9.189635759764789	1.0	0.0	0.0	1.0	[0.15, 0.15, 0.15, 0.15]	0.13903734054962774	0.012020686757044314	0.0	1.4276141010123975
8	-2.0150131296062277	10.619993881933087	1.0	0.0	0.0	1.0	[0.15, 0.15, 0.15, 0.15]	0.1391221507295065	0.012105496936923076	0.0	1.4303581221682984
9	-1.9771208640665323	11.919767959643552	1.0	0.0	0.0	1.0	[0.15, 0.12308378206091546, 0.15, 0.15]	0.037892265539695366	0.011514452572650918	0.0	1.299774077710465
10	-2.0229101228091437	13.287266730583244	1.0	0.0	0.0	1.0	[0.15, 0.1058510567510699, 0.15, 0.15]	-0.045789258742611444	0.011561662592429271	0.0	1.3674987709396915
11	-2.088322435261184	14.391264976545344	1.0	0.0	0.0	1.0	[0.15, 0.10230867210564361, 0.15, 0.15]	-0.06541231245204068	0.011723129425072174	0.0	1.1039982459620985
12	-2.317789966316929	15.557198754330257	1.0	0.0	0.0	1.0	[0.15, 0.10567549120821586, 0.11827615831310791, 0.15]	-0.22946753105574502	0.01205971740225631	0.0	1.1659337777849124
13	-2.5972637492398034	16.609403041379753	1.0	0.0	0.0	1.0	[0.09370652149891073, 0.15, 0.10410233379131144, 0.15]	-0.2794737829228746	0.012913316619463915	0.0	1.0522042870494965
14	-2.91098529761493	17.641825880584907	1.0	0.0	0.0	1.0	[0.09011069526445027, 0.15, 0.10300353692206524, 0.1464378077601905]	-0.31372154837512684	0.011747044040277784	0.0	1.0324228392051542
15	-3.0967172340769142	18.643399098898914	1.0	0.0	0.0	1.0	[0.08237597756117875, 0.15, 0.15, 0.11142046923224735]	-0.1857319364619839	0.011602227200275506	0.0	1.0015732183140065
16	-3.234625521721571	19.812927286847945	1.0	0.0	0.0	1.0	[0.11257485132822152, 0.15, 0.15, 0.1027144493076274]	-0.13790828764465704	0.011617261236465426	0.0	1.1695281879490311
17	-3.3009066839808647	21.019813228988376	1.0	0.0	0.0	1.0	[0.15, 0.15, 0.15, 0.10219013194211336]	-0.0662811622592935	0.01153407110232206	0.0	1.2068859421404303
18	-3.162652853752004	22.47643610428733	1.0	0.0	0.0	1.0	[0.15, 0.15, 0.15, 0.15]	0.13825383022886087	0.011237176436277457	0.0	1.4566228752989532
19	-3.0243685148157233	23.8780761878056	1.0	0.0	0.0	1.0	[0.15, 0.15, 0.15, 0.15]	0.1382843389362806	0.011267685143697167	0.0	1.4016400835182705
20	-2.8858471976497593	25.356353968049334	1.0	0.0	0.0	1.0	[0.15, 0.15, 0.15, 0.15]	0.13852131716596403	0.011504663373380592	0.0	1.4782777802437315
21	-2.7470963052836246	26.519272834290582	1.0	0.0	0.0	1.0	[0.15, 0.15, 0.15, 0.15]	0.13875089236613475	0.011734238573551334	0.0	1.1629188662412475
22	-2.7840509603384853	27.6196696855506	1.0	0.0	0.0	1.0	[0.08082860755723408, 0.15, 0.15, 0.15]	-0.036954655054860605	0.011411731056515733	0.0	1.1003968512600177
23	-3.165582467808916	28.621278462813063	1.0	0.0	0.0	1.0	[0.034825663266202754, 0.15, 0.15, 0.15]	-0.3815315074704308	0.01206401910851091	0.0	1.00160877726246
