	accu_reward	episode_index	time_passed	winner
150	20.0	151.0	100.0	pred
151	20.0	152.0	100.0	pred
152	20.0	153.0	100.0	pred
153	20.0	154.0	100.0	pred
154	20.0	155.0	100.0	pred
155	20.0	156.0	100.0	pred
156	20.0	157.0	100.0	pred
157	20.0	158.0	100.0	pred
158	20.0	159.0	100.0	pred
159	20.0	160.0	100.0	pred
160	20.0	161.0	100.0	pred
161	20.0	162.0	100.0	pred
162	20.0	163.0	100.0	pred
163	20.0	164.0	100.0	pred
164	20.0	165.0	100.0	pred
165	20.0	166.0	100.0	pred
166	20.0	167.0	100.0	pred
167	20.0	168.0	100.0	pred
168	20.0	169.0	100.0	pred
169	20.0	170.0	100.0	pred
170	20.0	171.0	100.0	pred
171	20.0	172.0	100.0	pred
172	20.0	173.0	100.0	pred
173	20.0	174.0	100.0	pred
174	20.0	175.0	100.0	pred
175	20.0	176.0	100.0	pred
176	20.0	177.0	100.0	pred
177	20.0	178.0	100.0	pred
178	20.0	179.0	100.0	pred
179	20.0	180.0	100.0	pred
180	20.0	181.0	100.0	pred
181	20.0	182.0	100.0	pred
182	20.0	183.0	100.0	pred
183	20.0	184.0	100.0	pred
184	20.0	185.0	100.0	pred
185	20.0	186.0	100.0	pred
186	20.0	187.0	100.0	pred
187	20.0	188.0	100.0	pred
188	20.0	189.0	100.0	pred
189	20.0	190.0	100.0	pred
190	20.0	191.0	100.0	pred
191	20.0	192.0	100.0	pred
192	20.0	193.0	100.0	pred
193	20.0	194.0	100.0	pred
194	20.0	195.0	100.0	pred
195	20.0	196.0	100.0	pred
196	20.0	197.0	100.0	pred
197	20.0	198.0	100.0	pred
198	20.0	199.0	100.0	pred
199	20.0	200.0	100.0	pred
200	20.0	201.0	100.0	pred
201	20.0	202.0	100.0	pred
202	20.0	203.0	100.0	pred
203	20.0	204.0	100.0	pred
204	20.0	205.0	100.0	pred
205	20.0	206.0	100.0	pred
206	20.0	207.0	100.0	pred
207	20.0	208.0	100.0	pred
208	20.0	209.0	100.0	pred
209	20.0	210.0	100.0	pred
210	20.0	211.0	100.0	pred
211	20.0	212.0	100.0	pred
212	20.0	213.0	100.0	pred
213	20.0	214.0	100.0	pred
214	20.0	215.0	100.0	pred
215	20.0	216.0	100.0	pred
216	20.0	217.0	100.0	pred
217	20.0	218.0	100.0	pred
218	20.0	219.0	100.0	pred
219	20.0	220.0	100.0	pred
220	20.0	221.0	100.0	pred
221	20.0	222.0	100.0	pred
222	20.0	223.0	100.0	pred
223	20.0	224.0	100.0	pred
224	20.0	225.0	100.0	pred
225	20.0	226.0	100.0	pred
226	20.0	227.0	100.0	pred
227	20.0	228.0	100.0	pred
228	20.0	229.0	100.0	pred
229	20.0	230.0	100.0	pred
230	20.0	231.0	100.0	pred
231	20.0	232.0	100.0	pred
232	20.0	233.0	100.0	pred
233	20.0	234.0	100.0	pred
234	20.0	235.0	100.0	pred
235	20.0	236.0	100.0	pred
236	20.0	237.0	100.0	pred
237	20.0	238.0	100.0	pred
238	20.0	239.0	100.0	pred
239	20.0	240.0	100.0	pred
240	20.0	241.0	100.0	pred
241	20.0	242.0	100.0	pred
242	20.0	243.0	100.0	pred
243	20.0	244.0	100.0	pred
244	20.0	245.0	100.0	pred
245	20.0	246.0	100.0	pred
246	20.0	247.0	100.0	pred
247	20.0	248.0	100.0	pred
248	20.0	249.0	100.0	pred
249	20.0	250.0	100.0	pred
250	20.0	251.0	100.0	pred
251	20.0	252.0	100.0	pred
252	20.0	253.0	100.0	pred
253	20.0	254.0	100.0	pred
254	20.0	255.0	100.0	pred
255	20.0	256.0	100.0	pred
256	20.0	257.0	100.0	pred
257	20.0	258.0	100.0	pred
258	20.0	259.0	100.0	pred
259	20.0	260.0	100.0	pred
260	20.0	261.0	100.0	pred
261	20.0	262.0	100.0	pred
262	20.0	263.0	100.0	pred
263	20.0	264.0	100.0	pred
264	20.0	265.0	100.0	pred
265	20.0	266.0	100.0	pred
266	20.0	267.0	100.0	pred
267	20.0	268.0	100.0	pred
268	20.0	269.0	100.0	pred
269	20.0	270.0	100.0	pred
270	20.0	271.0	100.0	pred
271	20.0	272.0	100.0	pred
272	20.0	273.0	100.0	pred
273	20.0	274.0	100.0	pred
274	20.0	275.0	100.0	pred
275	20.0	276.0	100.0	pred
276	20.0	277.0	100.0	pred
277	20.0	278.0	100.0	pred
278	20.0	279.0	100.0	pred
279	20.0	280.0	100.0	pred
280	20.0	281.0	100.0	pred
281	20.0	282.0	100.0	pred
282	20.0	283.0	100.0	pred
283	20.0	284.0	100.0	pred
284	20.0	285.0	100.0	pred
285	20.0	286.0	100.0	pred
286	20.0	287.0	100.0	pred
287	20.0	288.0	100.0	pred
288	20.0	289.0	100.0	pred
289	20.0	290.0	100.0	pred
290	20.0	291.0	100.0	pred
291	20.0	292.0	100.0	pred
292	20.0	293.0	100.0	pred
293	20.0	294.0	100.0	pred
294	20.0	295.0	100.0	pred
295	20.0	296.0	100.0	pred
296	20.0	297.0	100.0	pred
297	20.0	298.0	100.0	pred
298	20.0	299.0	100.0	pred
299	20.0	300.0	100.0	pred
300	20.0	301.0	100.0	pred
301	20.0	302.0	100.0	pred
302	20.0	303.0	100.0	pred
303	20.0	304.0	100.0	pred
304	20.0	305.0	100.0	pred
305	20.0	306.0	100.0	pred
306	20.0	307.0	100.0	pred
307	20.0	308.0	100.0	pred
308	20.0	309.0	100.0	pred
309	20.0	310.0	100.0	pred
310	20.0	311.0	100.0	pred
311	20.0	312.0	100.0	pred
312	20.0	313.0	100.0	pred
313	20.0	314.0	100.0	pred
314	20.0	315.0	100.0	pred
315	20.0	316.0	100.0	pred
316	20.0	317.0	100.0	pred
317	20.0	318.0	100.0	pred
318	20.0	319.0	100.0	pred
319	20.0	320.0	100.0	pred
320	20.0	321.0	100.0	pred
321	20.0	322.0	100.0	pred
322	20.0	323.0	100.0	pred
323	20.0	324.0	100.0	pred
324	20.0	325.0	100.0	pred
325	20.0	326.0	100.0	pred
326	20.0	327.0	100.0	pred
327	20.0	328.0	100.0	pred
328	20.0	329.0	100.0	pred
329	20.0	330.0	100.0	pred
330	20.0	331.0	100.0	pred
331	20.0	332.0	100.0	pred
332	20.0	333.0	100.0	pred
333	20.0	334.0	100.0	pred
334	20.0	335.0	100.0	pred
335	20.0	336.0	100.0	pred
336	20.0	337.0	100.0	pred
337	20.0	338.0	100.0	pred
338	20.0	339.0	100.0	pred
339	20.0	340.0	100.0	pred
340	20.0	341.0	100.0	pred
341	20.0	342.0	100.0	pred
342	20.0	343.0	100.0	pred
343	20.0	344.0	100.0	pred
344	20.0	345.0	100.0	pred
345	20.0	346.0	100.0	pred
346	20.0	347.0	100.0	pred
347	20.0	348.0	100.0	pred
348	20.0	349.0	100.0	pred
349	20.0	350.0	100.0	pred
350	20.0	351.0	100.0	pred
351	20.0	352.0	100.0	pred
352	20.0	353.0	100.0	pred
353	20.0	354.0	100.0	pred
354	20.0	355.0	100.0	pred
355	20.0	356.0	100.0	pred
356	20.0	357.0	100.0	pred
357	20.0	358.0	100.0	pred
358	20.0	359.0	100.0	pred
359	20.0	360.0	100.0	pred
360	20.0	361.0	100.0	pred
361	20.0	362.0	100.0	pred
362	20.0	363.0	100.0	pred
363	20.0	364.0	100.0	pred
364	20.0	365.0	100.0	pred
365	20.0	366.0	100.0	pred
366	20.0	367.0	100.0	pred
367	20.0	368.0	100.0	pred
368	20.0	369.0	100.0	pred
369	20.0	370.0	100.0	pred
370	20.0	371.0	100.0	pred
371	20.0	372.0	100.0	pred
372	20.0	373.0	100.0	pred
373	20.0	374.0	100.0	pred
374	20.0	375.0	100.0	pred
375	20.0	376.0	100.0	pred
376	20.0	377.0	100.0	pred
377	20.0	378.0	100.0	pred
378	20.0	379.0	100.0	pred
379	20.0	380.0	100.0	pred
380	20.0	381.0	100.0	pred
381	20.0	382.0	100.0	pred
382	20.0	383.0	100.0	pred
383	20.0	384.0	100.0	pred
384	20.0	385.0	100.0	pred
385	20.0	386.0	100.0	pred
386	20.0	387.0	100.0	pred
387	20.0	388.0	100.0	pred
388	20.0	389.0	100.0	pred
389	20.0	390.0	100.0	pred
390	20.0	391.0	100.0	pred
391	20.0	392.0	100.0	pred
392	20.0	393.0	100.0	pred
393	20.0	394.0	100.0	pred
394	20.0	395.0	100.0	pred
395	20.0	396.0	100.0	pred
396	20.0	397.0	100.0	pred
397	20.0	398.0	100.0	pred
398	20.0	399.0	100.0	pred
399	20.0	400.0	100.0	pred
400	20.0	401.0	100.0	pred
401	20.0	402.0	100.0	pred
402	20.0	403.0	100.0	pred
403	20.0	404.0	100.0	pred
404	20.0	405.0	100.0	pred
405	20.0	406.0	100.0	pred
406	20.0	407.0	100.0	pred
407	20.0	408.0	100.0	pred
408	20.0	409.0	100.0	pred
409	20.0	410.0	100.0	pred
410	20.0	411.0	100.0	pred
411	20.0	412.0	100.0	pred
412	20.0	413.0	100.0	pred
413	20.0	414.0	100.0	pred
414	20.0	415.0	100.0	pred
415	20.0	416.0	100.0	pred
416	20.0	417.0	100.0	pred
417	20.0	418.0	100.0	pred
418	20.0	419.0	100.0	pred
419	20.0	420.0	100.0	pred
420	20.0	421.0	100.0	pred
421	20.0	422.0	100.0	pred
422	20.0	423.0	100.0	pred
423	20.0	424.0	100.0	pred
424	20.0	425.0	100.0	pred
425	20.0	426.0	100.0	pred
426	20.0	427.0	100.0	pred
427	20.0	428.0	100.0	pred
428	20.0	429.0	100.0	pred
429	20.0	430.0	100.0	pred
430	20.0	431.0	100.0	pred
431	20.0	432.0	100.0	pred
432	20.0	433.0	100.0	pred
433	20.0	434.0	100.0	pred
434	20.0	435.0	100.0	pred
435	20.0	436.0	100.0	pred
436	20.0	437.0	100.0	pred
437	20.0	438.0	100.0	pred
438	20.0	439.0	100.0	pred
439	20.0	440.0	100.0	pred
440	20.0	441.0	100.0	pred
441	20.0	442.0	100.0	pred
442	20.0	443.0	100.0	pred
443	20.0	444.0	100.0	pred
444	20.0	445.0	100.0	pred
445	20.0	446.0	100.0	pred
446	20.0	447.0	100.0	pred
447	20.0	448.0	100.0	pred
448	20.0	449.0	100.0	pred
449	20.0	450.0	100.0	pred
450	20.0	451.0	100.0	pred
451	20.0	452.0	100.0	pred
452	20.0	453.0	100.0	pred
453	20.0	454.0	100.0	pred
454	20.0	455.0	100.0	pred
455	20.0	456.0	100.0	pred
456	20.0	457.0	100.0	pred
457	20.0	458.0	100.0	pred
458	20.0	459.0	100.0	pred
459	20.0	460.0	100.0	pred
460	20.0	461.0	100.0	pred
461	20.0	462.0	100.0	pred
462	20.0	463.0	100.0	pred
463	20.0	464.0	100.0	pred
464	20.0	465.0	100.0	pred
465	20.0	466.0	100.0	pred
466	20.0	467.0	100.0	pred
467	20.0	468.0	100.0	pred
468	20.0	469.0	100.0	pred
469	20.0	470.0	100.0	pred
470	20.0	471.0	100.0	pred
471	20.0	472.0	100.0	pred
472	20.0	473.0	100.0	pred
473	20.0	474.0	100.0	pred
474	20.0	475.0	100.0	pred
475	20.0	476.0	100.0	pred
476	20.0	477.0	100.0	pred
477	20.0	478.0	100.0	pred
478	20.0	479.0	100.0	pred
479	20.0	480.0	100.0	pred
480	20.0	481.0	100.0	pred
481	20.0	482.0	100.0	pred
482	20.0	483.0	100.0	pred
483	20.0	484.0	100.0	pred
484	20.0	485.0	100.0	pred
485	20.0	486.0	100.0	pred
486	20.0	487.0	100.0	pred
487	20.0	488.0	100.0	pred
488	20.0	489.0	100.0	pred
489	20.0	490.0	100.0	pred
490	20.0	491.0	100.0	pred
491	20.0	492.0	100.0	pred
492	20.0	493.0	100.0	pred
493	20.0	494.0	100.0	pred
494	20.0	495.0	100.0	pred
495	20.0	496.0	100.0	pred
496	20.0	497.0	100.0	pred
497	20.0	498.0	100.0	pred
498	20.0	499.0	100.0	pred
499	20.0	500.0	100.0	pred
500	20.0	501.0	100.0	pred
501	20.0	502.0	100.0	pred
502	20.0	503.0	100.0	pred
503	20.0	504.0	100.0	pred
504	20.0	505.0	100.0	pred
505	20.0	506.0	100.0	pred
506	20.0	507.0	100.0	pred
507	20.0	508.0	100.0	pred
508	20.0	509.0	100.0	pred
509	20.0	510.0	100.0	pred
510	20.0	511.0	100.0	pred
511	20.0	512.0	100.0	pred
512	20.0	513.0	100.0	pred
513	20.0	514.0	100.0	pred
514	20.0	515.0	100.0	pred
515	20.0	516.0	100.0	pred
516	20.0	517.0	100.0	pred
517	20.0	518.0	100.0	pred
518	20.0	519.0	100.0	pred
519	20.0	520.0	100.0	pred
520	20.0	521.0	100.0	pred
521	20.0	522.0	100.0	pred
522	20.0	523.0	100.0	pred
523	20.0	524.0	100.0	pred
524	20.0	525.0	100.0	pred
525	20.0	526.0	100.0	pred
526	20.0	527.0	100.0	pred
527	20.0	528.0	100.0	pred
528	20.0	529.0	100.0	pred
529	20.0	530.0	100.0	pred
530	20.0	531.0	100.0	pred
531	20.0	532.0	100.0	pred
532	20.0	533.0	100.0	pred
533	20.0	534.0	100.0	pred
534	20.0	535.0	100.0	pred
535	20.0	536.0	100.0	pred
536	20.0	537.0	100.0	pred
537	20.0	538.0	100.0	pred
538	20.0	539.0	100.0	pred
539	20.0	540.0	100.0	pred
540	20.0	541.0	100.0	pred
541	20.0	542.0	100.0	pred
542	20.0	543.0	100.0	pred
543	20.0	544.0	100.0	pred
544	20.0	545.0	100.0	pred
545	20.0	546.0	100.0	pred
546	20.0	547.0	100.0	pred
547	20.0	548.0	100.0	pred
548	20.0	549.0	100.0	pred
549	20.0	550.0	100.0	pred
550	20.0	551.0	100.0	pred
551	20.0	552.0	100.0	pred
552	20.0	553.0	100.0	pred
553	20.0	554.0	100.0	pred
554	20.0	555.0	100.0	pred
